"track_name","track_artist","track_popularity","danceability","energy","speechiness","valence"
"More Than A Feeling","Boston",3,42,67,3,34
"Go Your Own Way","Fleetwood Mac",26,60,81,3,82
"I'd Love You to Want Me","Lobo",51,43,54,4,44
"Rocky Mountain Way","Joe Walsh",0,52,53,5,42
"Feelin' Alright","Joe Cocker",0,54,84,4,92
"Black Betty","Ram Jam",2,44,83,10,78
"Saturday in the Park - 2002 Remaster","Chicago",61,67,76,3,61
"American Pie","Don McLean",71,53,51,6,50
"Heart of Gold","Neil Young",5,54,48,3,83
"We Are The Champions","Queen",0,28,31,3,22
"I'll Be Around - Remastered Version","The Spinners",33,83,81,5,84
"Reelin' In The Years","Steely Dan",1,52,78,4,74
"Roundabout - 2008 Remaster","Yes",48,41,84,8,39
"Rock the Boat","Hues Corporation",46,61,71,7,80
"The Night They Drove Old Dixie Down - Remastered 2000","The Band",63,51,49,3,47
"Space Oddity - 1999 Remaster","David Bowie",7,31,42,3,46
"Hot Fun in the Summertime","Sly & The Family Stone",0,61,65,6,69
"Cinnamon Girl","Neil Young",0,64,79,3,74
"Sweet Thing - 1999 Remaster","Van Morrison",62,52,38,3,71
"It's Your Thing","The Isley Brothers",57,38,68,12,89
"Everybody's Talkin' - From ""Midnight Cowboy""","Harry Nilsson",10,41,47,4,68
"Ode To Billie Joe","Bobbie Gentry",54,64,19,5,70
"Different Drum","Stone Poneys",29,51,41,3,62
"The Devil Went Down To Georgia","The Charlie Daniels Band",2,55,56,6,95
"Cars","Gary Numan",7,49,60,5,73
"Shame","Evelyn ""Champagne"" King",44,68,85,4,82
"Since You Been Gone","RAINBOW",6,72,68,4,93
"Ridin' the Storm Out","REO Speedwagon",47,56,80,3,61
"My Sharona","The Knack",73,59,70,4,90
"You Sexy Thing","Hot Chocolate",71,79,73,6,96
"Breaking Up Is Hard to Do","Neil Sedaka",53,74,67,4,96
"How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version)","Bee Gees",14,63,36,3,68
"Lovin' You","Minnie Riperton",57,39,21,4,31
"Brandy (You're a Fine Girl)","Looking Glass",72,72,62,6,83
"Ride Captain Ride - Single Version","Blues Image",19,48,56,4,51
"Baby Come Back","Player",50,68,56,12,56
"Tin Man","America",57,65,53,7,66
"Baker Street","Gerry Rafferty",69,50,35,3,42
"Moondance","Van Morrison",2,62,43,3,58
"Don't give up on us","David Soul",60,26,34,3,42
"Sometimes When We Touch","Dan Hill",0,59,34,4,29
"Uprising","Muse",75,60,90,8,41
"Boulevard of Broken Dreams","Green Day",71,49,68,3,51
"You're Beautiful","James Blunt",76,68,48,3,45
"Black Horse And The Cherry Tree","KT Tunstall",59,75,79,6,92
"Feel Good Inc.","Gorillaz",80,82,70,18,77
"Caravane","Raphaël",57,59,65,3,50
"Bad Day","Daniel Powter",76,60,78,3,52
"Look What You've Done","Jet",61,40,55,3,30
"Zebra","John Butler Trio",48,62,64,5,77
"It's Been Awhile","Staind",54,51,77,3,8
"Technologic - Radio Edit [Radio Edit]","Daft Punk",44,79,56,24,71
"Breaking the Habit","Linkin Park",65,58,85,3,58
"Sing for Absolution","Muse",56,44,68,3,19
"Matador","Mickey 3d",46,57,92,5,60
"Beautiful","Moby",0,49,65,8,59
"Youth of the Nation","P.O.D.",69,56,86,6,52
"Song to Say Goodbye","Placebo",57,44,89,8,44
"Welcome to My Life","Simple Plan",68,42,86,10,49
"Sing","Travis",4,33,90,5,26
"Crazy","Gnarls Barkley",75,86,59,3,64
"Cash Machine","Hard-FI",42,57,74,4,41
"Ça me vexe","Mademoiselle K.",40,59,80,14,22
"Dirty Harry","Gorillaz",65,62,88,16,86
"Crooked Teeth","Death Cab for Cutie",48,58,66,2,57
"Somewhere I Belong","Linkin Park",69,45,95,6,44
"High","James Blunt",56,54,60,3,45
"American Idiot","Green Day",78,38,99,6,77
"Time Is Running Out","Muse",68,58,84,6,43
"Jimmy Gets High","Daniel Powter",14,48,79,3,30
"Bad Love","Eric Clapton",46,56,86,5,43
"Stay with You","The Goo Goo Dolls",41,43,87,4,41
"The Only Difference Between Martyrdom and Suicide Is Press Coverage","Panic! At The Disco",51,50,94,20,69
"Starlight","Muse",73,55,87,3,32
"Last Request","Paolo Nutini",67,60,70,5,40
"Le dîner","Bénabar",49,64,75,6,56
"On vit d'amour","Jean-Louis Aubert",8,58,64,3,39
"Consolation Prizes","Phoenix",43,71,61,4,90
"Oublie Moi","Riké",15,69,79,3,94
"You Give Me Something","James Morrison",63,56,69,11,58
"Love You Lately - Best Of Version 2010","Daniel Powter",33,61,80,4,56
"Banquet","Bloc Party",63,58,94,5,88
"Loser","Plastiscines",11,54,85,3,86
"Smile","Lily Allen",64,63,64,3,73
"Slipping Away (Crier la Vie) [Radio Mix]","Moby",0,62,86,3,77
"Meds","Placebo",55,51,91,10,28
"I Want Love","Jehro",28,80,34,5,83
"Welcome to the Black Parade","My Chemical Romance",78,22,90,8,24
"Somebody Told Me","The Killers",65,50,97,8,73
"J'veux un mec - Marlon B","Adrienne Pauly",26,75,79,11,75
"Lonely No More","Rob Thomas",56,55,90,11,86
"Lazarus","Porcupine Tree",1,36,61,3,30
"My Happy Ending","Avril Lavigne",68,41,94,8,74
"Why Do You Love Me","Garbage",25,48,89,4,48
"The Reason","Hoobastank",12,47,67,3,7
"Special K","Placebo",55,40,94,9,36
"The Drugs Don't Work","The Verve",11,44,50,3,16
"Wherever You Will Go","The Calling",63,55,70,3,35
"Move on Now","Hard-FI",28,59,22,3,22
"Helena","My Chemical Romance",51,37,96,11,10
"Ne partons pas fâchés","Raphaël",40,61,82,5,67
"A Pain That I'm Used To - Live","Depeche Mode",38,67,92,3,59
"Always Love","Nada Surf",35,32,76,3,38
"L'indécision","Da Silva",0,67,61,5,91
"The Will To Live","Ben Harper",25,46,70,4,59
"Four to the Floor","Starsailor",47,53,78,3,72
"Two Princes","Spin Doctors",70,54,91,6,84
"What's The Frequency, Kenneth?","R.E.M.",0,38,92,3,74
"Je m'en vais","Cali",30,69,85,4,84
"Still Waiting","Sum 41",69,43,95,26,56
"Harder, Better, Faster, Stronger","Daft Punk",70,82,72,14,69
"Talk","Coldplay",62,41,56,3,16
"Faint","Linkin Park",69,55,98,13,59
"Supersonic - Remastered","Oasis",54,36,91,4,60
"Knock Me Down - Remastered","Red Hot Chili Peppers",45,56,97,5,58
"En tête-à-tête - Live 2005","-M-",38,30,81,9,46
"I Wanna Be Your Dog","The Stooges",61,53,87,4,11
"On my shoulders","The Dø",47,72,70,3,52
"New Soul","Yael Naim",7,58,37,5,60
"Dis-moi","BB Brunes",32,58,62,3,72
"Hey There Delilah","Plain White T's",64,51,38,3,32
"People Help the People","Birdy",54,41,31,3,15
"Standing In The Way Of Control","Gossip",0,70,91,3,94
"Love Song","Sara Bareilles",75,58,79,3,57
"Les limites","Julien Doré",40,76,82,6,90
"Dancin' Til Dawn","Lenny Kravitz",43,90,70,3,96
"Money Note","Camille",0,85,80,8,88
"Beggin - Pilooski Re-edit","Frankie Valli & The Four Seasons",35,60,73,3,37
"Carry You Home","James Blunt",61,58,51,3,22
"Nine in the Afternoon","Panic! At The Disco",55,25,80,5,39
"You Talk","Babyshambles",36,41,90,8,55
"New Shoes","Paolo Nutini",65,75,74,9,85
"Are You Gonna Be My Girl","Jet",74,61,95,9,54
"That's What You Get","Paramore",63,53,83,4,63
"Another Day","Jamie Lidell",51,70,63,4,90
"Bleed It Out","Linkin Park",72,53,97,5,60
"The Kill","Thirty Seconds To Mars",71,31,91,6,30
"DVNO","Justice",0,66,92,30,67
"Ruby","Kaiser Chiefs",11,45,94,5,45
"U-turn (Lili)","AaRON",48,62,55,2,14
"Sweet","Jehro",26,80,50,3,96
"Change","ONE OK ROCK",40,36,75,5,33
"Ending Story??","ONE OK ROCK",40,35,92,19,41
"Cry Out","ONE OK ROCK",51,33,94,11,28
"Decision (feat. Tyler Carter)","ONE OK ROCK",47,36,91,10,20
"Answer is near","ONE OK ROCK",48,35,96,22,34
"Yokubou ni michita seinendan","ONE OK ROCK",47,55,75,3,69
"Kagerou","ONE OK ROCK",42,53,85,4,58
"Yes I am","ONE OK ROCK",38,39,99,19,25
"One Way Ticket","ONE OK ROCK",53,72,74,3,53
"Pierce","ONE OK ROCK",42,41,48,3,24
"Stand Out Fit In","ONE OK ROCK",2,62,85,4,21
"I Was King","ONE OK ROCK",51,57,88,4,45
"The Beginning","ONE OK ROCK",61,36,98,10,28
"Mighty Long Fall","ONE OK ROCK",49,47,95,6,58
"Fight the Night","ONE OK ROCK",42,31,63,5,17
"We Are","ONE OK ROCK",54,41,83,5,33
"<U+5B8C><U+5168><U+611F><U+899A>Dreamer","ONE OK ROCK",54,56,91,10,71
"Keep Yourself Alive - 2011 Mix","Queen",42,44,74,7,60
"Doing Alright - Remastered 2011","Queen",42,34,29,3,19
"Great King Rat - Remastered 2011","Queen",37,35,84,20,42
"My Fairy King - Remastered 2011","Queen",35,30,55,3,25
"Liar - Remastered 2011","Queen",35,22,78,15,27
"The Night Comes Down - Remastered 2011","Queen",34,41,57,6,64
"Modern Times Rock 'N Roll - Remastered 2011","Queen",33,47,94,7,60
"Son And Daughter - Remastered 2011","Queen",34,33,72,4,75
"Jesus - Remastered 2011","Queen",33,37,75,17,58
"Seven Seas Of Rhye - Remastered 2011","Queen",34,24,46,4,4
"Procession - Remastered 2011","Queen",33,42,7,3,44
"Father To Son - Remastered 2011","Queen",34,16,65,5,21
"White Queen (As It Began) - Remastered 2011","Queen",35,24,30,4,17
"Some Day One Day - Remastered 2011","Queen",33,34,57,4,70
"The Loser In The End - Remastered 2011","Queen",33,39,81,16,68
"Ogre Battle - Remastered 2011","Queen",33,27,82,9,26
"The Fairy Feller's Master-Stroke - Remastered 2011","Queen",35,44,90,9,70
"Nevermore - Remastered 2011","Queen",35,37,40,4,18
"The March Of The Black Queen - 2011 Mix","Queen",36,33,69,8,14
"Funny How Love Is - Remastered 2011","Queen",33,44,94,8,39
"Seven Seas Of Rhye - Remastered 2011","Queen",38,32,90,10,42
"Brighton Rock - Remastered 2011","Queen",37,35,84,38,35
"Killer Queen - 2011 Mix","Queen",50,54,65,5,61
"Tenement Funster - Remastered 2011","Queen",33,42,69,3,53
"Flick Of The Wrist - Remastered 2011","Queen",35,34,83,9,55
"Lily Of The Valley - Remastered 2011","Queen",34,34,26,3,42
"Now I'm Here - Remastered 2011","Queen",36,49,76,5,52
"In The Lap Of The Gods - Remastered 2011","Queen",33,33,55,3,23
"Stone Cold Crazy - Remastered 2011","Queen",36,43,92,9,44
"Dear Friends - Remastered 2011","Queen",32,32,5,3,57
"Misfire - Remastered 2011","Queen",32,61,84,3,96
"Bring Back That Leroy Brown - Remastered 2011","Queen",32,70,64,9,86
"She Makes Me (Stormtrooper In Stilettos) - Remastered 2011","Queen",30,46,53,3,37
"In The Lap Of The Gods... Revisited - Remastered 2011","Queen",34,41,57,4,50
"Death On Two Legs (Dedicated To...) - Remastered 2011","Queen",46,37,69,6,50
"Lazing On A Sunday Afternoon - Remastered 2011","Queen",45,64,56,5,70
"I'm In Love With My Car - Remastered 2011","Queen",47,29,80,6,41
"You're My Best Friend - Remastered 2011","Queen",65,51,76,4,55
"'39 - 2011 Mix","Queen",46,52,57,3,37
"Sweet Lady - Remastered 2011","Queen",44,31,86,7,58
"Seaside Rendezvous - Remastered 2011","Queen",47,46,70,12,80
"The Prophet's Song - Remastered 2011","Queen",46,40,45,5,18
"Love Of My Life - Remastered 2011","Queen",53,33,18,3,26
"Good Company - Remastered 2011","Queen",44,49,41,4,54
"Bohemian Rhapsody - 2011 Mix","Queen",84,41,40,5,22
"God Save The Queen - Remastered 2011","Queen",45,17,29,4,24
"Tie Your Mother Down - Remastered 2011","Queen",37,33,89,6,20
"You Take My Breath Away - Remastered 2011","Queen",35,23,21,5,8
"Long Away - Remastered 2011","Queen",32,49,74,4,32
"The Millionaire Waltz - Remastered 2011","Queen",35,32,34,3,37
"You And I - Remastered 2011","Queen",34,53,87,6,54
"Somebody To Love - 2011 Mix","Queen",44,41,70,6,33
"White Man - Remastered 2011","Queen",30,28,69,7,27
"Good Old-Fashioned Lover Boy - 2011 Mix","Queen",39,54,46,3,38
"Drowse - Remastered 2011","Queen",31,44,56,3,43
"Teo Torriatte (Let Us Cling Together) - 2011 Mix","Queen",33,27,24,3,12
"We Will Rock You - Remastered","Queen",79,69,50,12,48
"Sheer Heart Attack - Remastered 2011","Queen",39,16,94,13,38
"All Dead, All Dead - Remastered 2011","Queen",40,49,8,4,30
"Spread Your Wings - 2011 Mix","Queen",59,40,66,3,49
"Fight From The Inside - Remastered 2011","Queen",37,58,85,8,33
"Get Down, Make Love - Remastered 2011","Queen",36,45,71,27,37
"Sleeping On The Sidewalk - Remastered 2011","Queen",35,62,77,3,64
"Who Needs You - Remastered 2011","Queen",39,86,38,5,91
"It's Late - Remastered 2011","Queen",38,29,69,6,51
"My Melancholy Blues - Remastered 2011","Queen",45,47,20,3,10
"Mustapha - Remastered 2011","Queen",43,60,63,12,48
"Fat Bottomed Girls - 2011 Remaster","Queen",67,33,68,5,42
"Jealousy - Remastered 2011","Queen",46,57,48,3,21
"Bicycle Race - Remastered 2011","Queen",64,46,67,7,63
"If You Can't Beat Them - Remastered 2011","Queen",40,43,77,7,66
"Let Me Entertain You - Remastered 2011","Queen",41,52,90,20,59
"Dead On Time - Remastered 2011","Queen",38,31,95,29,42
"In Only Seven Days - Remastered 2011","Queen",40,52,47,3,41
"Dreamer's Ball - Remastered 2011","Queen",41,61,37,3,41
"Fun It - Remastered 2011","Queen",37,83,61,30,83
"Leaving Home Ain't Easy - Remastered 2011","Queen",37,52,45,3,22
"Don't Stop Me Now - 2011 Mix","Queen",83,56,87,17,61
"More Of That Jazz - Remastered 2011","Queen",38,35,72,7,51
"Play The Game - Remastered 2011","Queen",60,24,70,3,27
"Dragon Attack - Remastered 2011","Queen",44,70,87,15,56
"Another One Bites The Dust - Remastered 2011","Queen",82,93,53,16,75
"Need Your Loving Tonight - Remastered 2011","Queen",42,60,88,4,80
"Crazy Little Thing Called Love - Remastered 2011","Queen",74,60,76,4,71
"Rock It (Prime Jive) - Remastered 2011","Queen",41,47,92,6,63
"Don't Try Suicide - Remastered 2011","Queen",44,80,49,20,65
"Sail Away Sweet Sister - Remastered 2011","Queen",42,51,50,3,20
"Coming Soon - Remastered 2011","Queen",38,68,92,5,86
"Save Me - Remastered 2011","Queen",62,51,45,3,32
"Staying Power - Remastered 2011","Queen",38,82,86,11,49
"Dancer - Remastered 2011","Queen",36,74,48,3,51
"Back Chat - Remastered 2011","Queen",40,79,84,6,71
"Body Language - Remastered 2011","Queen",44,83,54,7,37
"Action This Day - Remastered 2011","Queen",35,73,48,4,91
"Put Out The Fire - Remastered 2011","Queen",35,55,86,6,47
"Life Is Real (Song For Lennon) - Remastered 2011","Queen",37,57,45,2,34
"Calling All Girls - Remastered 2011","Queen",35,61,72,3,62
"Las Palabras De Amor (The Words Of Love) - Remastered 2011","Queen",43,40,56,3,13
"Cool Cat - Remastered 2011","Queen",60,82,40,11,84
"Disco Eterno","Soda Stereo",0,48,76,4,36
"Planeador","Soda Stereo",0,18,36,4,17
"Luna Roja","Soda Stereo",0,35,66,3,14
"Te Para Tres","Soda Stereo",0,42,24,3,21
"Cuando Pase El Temblor - En Vivo","Soda Stereo",0,66,69,3,38
"Claroscuro","Soda Stereo",0,47,91,9,32
"Persiana Americana","Soda Stereo",3,51,84,4,31
"Un Millon De Años Luz","Soda Stereo",0,39,77,3,44
"Primavera 0","Soda Stereo",0,23,86,4,10
"Cae El Sol","Soda Stereo",0,47,69,3,24
"De Música Ligera (Live)","Soda Stereo",0,32,86,12,24
"En La Ciudad De La Furia - Remasterizado 2007","Soda Stereo",46,50,91,5,54
"El Rito - Remasterizado 2007","Soda Stereo",46,49,81,4,34
"Hombre Al Agua - Remasterizado 2007","Soda Stereo",41,49,67,3,33
"En El Séptimo Día - Remasterizado 2007","Soda Stereo",46,48,85,3,61
"Canción Animal - Remasterizado 2007","Soda Stereo",47,57,78,3,67
"Trátame Suavemente - Remasterizado 2007","Soda Stereo",54,47,58,3,9
"Paseando Por Roma - Remasterizado 2007","Soda Stereo",41,46,79,4,34
"Lo Que Sangra (La Cúpula) - Remasterizado 2007","Soda Stereo",50,38,87,4,63
"Zoom - Remasterizado 2007","Soda Stereo",41,63,87,3,86
"Signos - Remasterizada 2007","Soda Stereo",53,52,71,3,51
"Ella Usó Mi Cabeza Como Un Revólver - Remasterizado 2007","Soda Stereo",51,48,72,3,27
"The Dirt (Est. 1981) [feat. Machine Gun Kelly]","Mötley Crüe",57,43,83,7,37
"Home Sweet Home","Mötley Crüe",70,40,78,4,15
"Live Wire","Mötley Crüe",64,42,90,6,67
"Paranoid - 2016 Remaster","Black Sabbath",68,42,66,7,45
"Psycho","Muse",69,56,88,3,51
"Tie Your Mother Down - Remastered 2011","Queen",26,33,89,7,16
"Golden Years - Single Version [Remastered]","David Bowie",27,72,68,4,90
"Hellraiser","Sweet",32,47,96,18,72
"Riot Rhythm","Sleigh Bells",42,70,83,10,65
"Dr. Feelgood","Mötley Crüe",14,53,95,6,43
"Helter Skelter","Rob Zombie",48,40,97,8,43
"Raw Power - Iggy Pop Mix","The Stooges",36,34,100,23,28
"A Hard Rain's A-Gonna Fall","Bob Dylan",59,57,20,3,32
"Runnin' with the Devil - 2015 Remaster","Van Halen",70,47,90,6,42
"Gold on the Ceiling","The Black Keys",69,50,83,5,56
"I'm Eighteen","Alice Cooper",55,62,41,3,53
"Make It","Aerosmith",45,55,68,3,57
"Creature","BONES UK",6,57,83,8,58
"This Is Gonna Hurt","Sixx:A.M.",54,56,98,11,23
"Passion","AWOLNATION",12,65,86,6,77
"Kickstart My Heart","Mötley Crüe",76,36,97,28,25
"More Than a Feeling","Boston",78,38,68,3,29
"Surrender","Cheap Trick",69,52,96,4,87
"Barracuda","Heart",73,55,69,4,67
"I Want to Know What Love Is - 1999 Remaster","Foreigner",77,48,47,3,42
"You Ain't Seen Nothing Yet","Bachman-Turner Overdrive",68,48,44,4,76
"Renegade","Styx",66,49,55,3,66
"(Don't Fear) The Reaper","Blue Öyster Cult",75,33,93,7,38
"Centerfold","The J. Geils Band",71,65,68,4,89
"Show Me The Way","Peter Frampton",66,70,73,3,64
"The Stroke - Remastered","Billy Squier",64,67,59,6,80
"Heavy Metal","Sammy Hagar",58,28,64,5,64
"Lay It on the Line","Triumph",52,23,87,6,28
"Slow Ride - 45 Version","Foghat",64,49,59,5,66
"Heat Of The Moment","Asia",66,32,84,5,54
"The Boys Of Summer","Don Henley",76,52,55,4,91
"Working for the Weekend","Loverboy",66,52,77,3,77
"The Joker","Steve Miller Band",75,60,45,4,80
"Caught Up In You","38 Special",63,42,68,3,93
"Take Me Home Tonight","Eddie Money",67,61,77,4,75
"Sister Christian","Night Ranger",60,45,35,4,23
"The Boys Are Back In Town","Thin Lizzy",74,44,71,5,77
"Just What I Needed","The Cars",69,62,58,5,69
"Jane","Jefferson Starship",61,59,82,4,79
"Don't Stop Believin'","Journey",80,50,75,4,51
"Just Between You And Me","April Wine",47,51,31,2,38
"Some Kind Of Wonderful - Remastered 1999","Grand Funk Railroad",60,86,69,5,65
"Doctor Doctor - 2007 Remaster","UFO",60,30,80,5,56
"Flirtin' with Disaster","Molly Hatchet",58,27,82,4,74
"Jessie's Girl","Rick Springfield",70,73,83,5,82
"Isn't It Time","The Babys",49,52,93,10,31
"The Temple Of The King","Rainbow",59,49,49,3,37
"Hip To Be Square","Huey Lewis & The News",64,67,78,3,96
"Rock Candy","Montrose",48,41,63,3,75
"Love Hurts","Nazareth",58,48,33,3,14
"Hit Me With Your Best Shot","Pat Benatar",68,74,58,3,94
"Cum on Feel the Noize","Quiet Riot",69,41,92,12,37
"Jack & Diane","John Mellencamp",73,81,41,4,62
"Big Log - 2006 Remaster","Robert Plant",57,56,59,3,68
"Once Bitten Twice Shy","Great White",59,72,54,3,61
"Valerie","Steve Winwood",65,72,53,3,73
"Reminiscing - Remastered","Little River Band",62,54,46,3,34
"Here I Go Again - 2018 Remaster","Whitesnake",70,29,82,4,24
"Just Like Paradise","David Lee Roth",55,61,85,3,38
"Poison","Alice Cooper",70,28,91,11,26
"High Enough","Damn Yankees",59,27,54,3,23
"American Girl","Tom Petty and the Heartbreakers",73,55,82,3,78
"Funk #49","James Gang",57,65,94,8,72
"Alone Again","Dokken",57,30,61,4,34
"Oh Sherrie","Steve Perry",62,33,70,5,32
"Old Time Rock & Roll","Bob Seger",72,71,94,4,96
"New Girl Now","Honeymoon Suite",47,59,77,4,69
"Joy To The World","Three Dog Night",63,65,68,3,97
"Lady In Black","Uriah Heep",56,55,70,4,57
"Summertime Girls","Y&T",45,39,84,4,76
"Modern Day Cowboy","Tesla",56,44,77,3,32
"Eye of the Tiger","Survivor",72,82,44,3,55
"Sweet Home Alabama","Lynyrd Skynyrd",81,60,60,3,89
"Bad To The Bone","George Thorogood & The Destroyers",67,46,73,3,95
"Never Been Any Reason","Head East",52,52,45,4,89
"Nights In White Satin - Single Version / Mono Mix","The Moody Blues",67,20,48,3,17
"Pour Some Sugar On Me - Remastered 2017","Def Leppard",74,27,95,10,57
"Smoke On The Water - Remastered 2012","Deep Purple",75,60,68,3,80
"American Woman - Remastered","The Guess Who",67,55,73,5,37
"Train, Train","Blackfoot",54,61,81,6,75
"Rebel Yell","Billy Idol",71,53,86,6,48
"Fantasy","Aldo Nova",51,52,88,7,37
"Midnight Blue","Lou Gramm",50,66,70,3,66
"Mr. Blue Sky","Electric Light Orchestra",79,39,34,3,48
"Round and Round","Ratt",63,62,96,6,40
"Missing You","John Waite",69,55,55,4,59
"Baba O'Riley","The Who",76,49,72,4,15
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack","Glenn Frey",59,62,86,5,87
"Don't Know What You Got (Till It's Gone)","Cinderella",61,38,54,3,23
"She's A Beauty - Remastered 1991","The Tubes",50,69,79,4,63
"Owner of a Lonely Heart","Yes",69,74,80,4,89
"Addicted To Love","Robert Palmer",67,70,58,3,98
"So Into You","Atlanta Rhythm Section",54,62,41,4,78
"Africa","TOTO",83,67,37,3,73
"Biggest Part of Me","Ambrosia",63,50,72,5,88
"Hotel California - 2013 Remaster","Eagles",82,58,51,3,61
"Tell Me What You Want","Zebra",42,42,89,12,38
"Give A Little Bit","Supertramp",74,53,82,5,47
"If You Leave Me Now","Chicago",74,43,56,3,28
"Screaming in the Night","Krokus",52,48,58,3,52
"Ballroom Blitz","Sweet",60,64,80,6,89
"When I See You Smile","Bad English",64,50,61,3,33
"Seventeen","Winger",57,58,68,3,68
"Silent Lucidity - Remastered/2003","Queensrÿche",61,46,63,3,10
"Heaven","Warrant",60,46,49,3,33
"Mátenme Porque Me Muero","Caifanes",64,44,86,4,48
"Cuéntame Tu Vida","Caifanes",51,58,84,3,53
"Viento","Caifanes",68,59,86,3,45
"Amanece","Caifanes",47,55,93,5,41
"La Negra Tomasa - Bilongo - Versión Tropical","Caifanes",63,53,68,3,69
"Perdí Mi Ojo de Venado","Caifanes",57,52,93,5,70
"Detrás de Ti","Caifanes",50,58,71,4,72
"La Célula Que Explota","Caifanes",69,42,48,4,28
"Los Dioses Ocultos","Caifanes",59,37,59,3,40
"De Noche Todos los Gatos Son Pardos","Caifanes",46,38,62,5,15
"Antes de Que Nos Olviden","Caifanes",53,66,50,3,20
"Nubes","Caifanes",59,72,85,3,87
"Piedra","Caifanes",48,64,82,5,62
"No Dejes Que...","Caifanes",67,61,90,4,76
"Para Que No Digas Que No Pienso en Ti","Caifanes",51,71,74,7,92
"Hasta Morir","Caifanes",48,69,34,5,28
"Afuera","Caifanes",71,49,55,4,70
"Miedo","Caifanes",52,58,86,3,71
"Aquí No Es Así","Caifanes",61,62,77,3,88
"Ayer Me Dijo un Ave","Caifanes",56,67,19,4,18
"Aviéntame","Caifanes",49,55,92,4,65
"Quisiera Ser Alcohol","Caifanes",50,61,32,3,26
"Under Pressure - Remastered","Queen",59,66,71,5,53
"Sweet Child O' Mine","Guns N' Roses",82,45,91,4,63
"Hotel California - Live at The Los Angeles Forum, 10/20-22/76","Eagles",16,43,66,4,44
"Have You Ever Seen The Rain","Creedence Clearwater Revival",78,74,70,3,77
"Every Breath You Take - Remastered 2003","The Police",24,81,46,3,73
"Bohemian Rhapsody - Remastered 2011","Queen",29,41,40,5,22
"Come Together - Remastered 2009","The Beatles",79,53,38,4,19
"(I Can't Get No) Satisfaction - Mono Version","The Rolling Stones",76,72,86,3,93
"Livin' On A Prayer","Bon Jovi",24,53,89,3,72
"Smoke on the Water","Deep Purple",64,63,59,3,89
"Another One Bites The Dust - Remastered 2011","Queen",74,93,53,16,76
"Another Brick in the Wall, Pt. 2","Pink Floyd",76,69,39,4,72
"You Shook Me All Night Long","AC/DC",78,53,77,6,76
"Sultans of Swing","Dire Straits",65,73,87,3,92
"I Saw Her Standing There - Remastered 2009","The Beatles",71,49,80,4,97
"Rock And Roll All Nite","KISS",75,65,93,10,90
"Should I Stay or Should I Go - Remastered","The Clash",79,74,83,12,82
"Highway to Hell","AC/DC",83,57,91,13,42
"Sweet Home Alabama","Lynyrd Skynyrd",27,60,60,3,89
"Roadhouse Blues","The Doors",72,61,63,3,90
"I Want To Hold Your Hand - Remastered 2015","The Beatles",74,49,72,5,87
"Back In Black","AC/DC",83,31,70,5,76
"Dream On","Aerosmith",78,31,43,3,22
"Here I Go Again 87 - 2017 Remastered Version","Whitesnake",19,38,85,4,27
"Paradise City","Guns N' Roses",78,27,95,8,48
"Revolution - Remastered 2009","The Beatles",68,41,83,21,71
"Born To Be Wild","Steppenwolf",73,44,71,9,53
"Dust in the Wind","Kansas",77,48,32,3,39
"Layla - 40th Anniversary Version / 2010 Remastered","Derek & The Dominos",21,40,90,7,50
"Whole Lotta Love - 1990 Remaster","Led Zeppelin",76,41,90,40,42
"Sunday Bloody Sunday - Remastered 2008","U2",66,54,94,5,74
"Paranoid","Black Sabbath",15,43,62,7,38
"More Than a Feeling","Boston",19,38,68,3,29
"Jump - 2015 Remaster","Van Halen",78,57,84,3,80
"We Will Rock You - Remastered","Queen",70,69,50,12,47
"Give A Little Bit","Supertramp",74,53,82,5,47
"Friday I'm in Love","The Cure",67,53,76,3,50
"Roxanne - Remastered 2003","The Police",23,61,75,35,74
"Cocaine","Eric Clapton",70,70,50,3,68
"Baba O'Riley","The Who",22,49,72,4,15
"Paint It, Black - Mono","The Rolling Stones",66,50,84,10,76
"Old Time Rock & Roll","Bob Seger",18,71,93,4,96
"Don't Stop Believin'","Journey",80,50,75,4,51
"Rebel Rebel - 1999 Remaster","David Bowie",22,68,92,4,62
"Nothing Else Matters","Metallica",69,56,36,3,17
"Bad Moon Rising","Creedence Clearwater Revival",24,65,76,3,93
"Honky Tonk Women - Mono Version","The Rolling Stones",66,56,78,6,97
"The Chain","Fleetwood Mac",21,55,53,4,57
"Welcome To The Jungle","Guns N' Roses",14,46,98,11,33
"Black Dog - Remaster","Led Zeppelin",73,44,86,9,75
"Knockin' On Heaven's Door - Remastered","Bob Dylan",73,51,40,3,23
"Behind Blue Eyes - Original Album Version","The Who",16,40,52,3,28
"House Of The Rising Sun","The Animals",60,32,53,3,28
"One","U2",77,39,53,4,32
"Down On The Corner","Creedence Clearwater Revival",19,83,54,8,86
"Brown Sugar","The Rolling Stones",16,64,93,4,96
"Long Cool Woman (In a Black Dress) - 1999 Remaster","The Hollies",63,76,87,6,82
"Who Are You","The Who",17,65,66,5,49
"Fortunate Son","Creedence Clearwater Revival",16,64,75,4,43
"Wild Horses","The Rolling Stones",72,43,39,3,16
"Comfortably Numb","Pink Floyd",74,47,37,3,17
"American Pie","Don McLean",73,53,48,6,49
